0.000000,2.000000
1.414214,23.414214
1.423267,23.410457
1.439820,23.399185
1.463873,23.380400
1.495426,23.354101
1.534479,23.320288
1.581032,23.278960
1.635085,23.230119
1.696637,23.173764
1.765689,23.109894
1.842240,23.038510
1.926292,22.959613
2.017842,22.873201
2.116893,22.779275
2.223443,22.677836
2.337492,22.568882
2.459041,22.452414
2.588089,22.328432
2.724637,22.196936
2.868684,22.057926
3.020230,21.911402
3.179275,21.757364
3.345820,21.595811
3.519864,21.426745
3.701407,21.250165
3.890449,21.066071
4.086990,20.874462
4.291030,20.675340
4.502570,20.468704
4.721608,20.254553
4.948145,20.032889
5.182181,19.803710
5.423716,19.567018
5.672749,19.322811
5.929282,19.071091
6.193313,18.811856
6.464843,18.545108
6.743871,18.270845
7.030398,17.989069
7.324424,17.699779
7.625948,17.402974
7.934971,17.098656
8.251492,16.786823
8.575512,16.467477
8.907030,16.140616
9.246046,15.806242
9.592561,15.464354
9.946574,15.114952
10.308085,14.758035
10.677095,14.393605
11.053602,14.021661
11.437608,13.642203
11.829112,13.255231
12.228114,12.860745
12.634614,12.458745
13.048612,12.049232
13.470108,11.632204
13.899102,11.207662
14.335594,10.775607
14.779583,10.336038
15.231071,9.888954
15.690056,9.434357
16.156539,8.972246
16.630520,8.502621
17.111998,8.025483
17.600974,7.540830
18.097447,7.048664
18.601418,6.548983
19.112887,6.041789
19.631853,5.527081
20.158317,5.004859
20.692278,4.475124
21.233736,3.937874
21.782691,3.393111
